user_6020@contest.yandex.ru,880111116675
user_1223@contest.yandex.ru,8801111110100
user_14340@contest.yandex.ru,8801111116029
user_8338@contest.yandex.ru,880111118390
user_16986@contest.yandex.ru,8801111113550
user_4193@contest.yandex.ru,8801111114680
user_2270@contest.yandex.ru,8801111119520
user_2430@contest.yandex.ru,880111118850
user_18581@contest.yandex.ru,8801111112330
user_1100@contest.yandex.ru,880111114109
user_6388@contest.yandex.ru,8801111112490
user_5155@contest.yandex.ru,880111112120
user_10717@contest.yandex.ru,880111119440
user_5195@contest.yandex.ru,880111116360
user_12500@contest.yandex.ru,8801111111780
user_16760@contest.yandex.ru,8801111117892
user_13042@contest.yandex.ru,880111113460
user_3130@contest.yandex.ru,880111112807
user_7333@contest.yandex.ru,8801111111100
user_15580@contest.yandex.ru,880111117162
user_6501@contest.yandex.ru,880111113200
user_16629@contest.yandex.ru,8801111117330
user_9560@contest.yandex.ru,8801111111202
user_8570@contest.yandex.ru,8801111113205
user_12230@contest.yandex.ru,880111116064
user_9283@contest.yandex.ru,880111112080
user_10728@contest.yandex.ru,8801111119730
user_12204@contest.yandex.ru,8801111111030
user_3140@contest.yandex.ru,880111110107
user_14480@contest.yandex.ru,8801111113213
user_9794@contest.yandex.ru,880111116420
user_5610@contest.yandex.ru,8801111119453
user_11706@contest.yandex.ru,8801111116280
user_5410@contest.yandex.ru,8801111113702
user_6512@contest.yandex.ru,880111119190
user_5770@contest.yandex.ru,8801111118491
user_1210@contest.yandex.ru,880111111249
user_17480@contest.yandex.ru,8801111113095
user_7150@contest.yandex.ru,880111118804
user_5470@contest.yandex.ru,8801111113342
user_12652@contest.yandex.ru,8801111119010
user_3970@contest.yandex.ru,880111119850
user_1315@contest.yandex.ru,880111112110
user_127@contest.yandex.ru,880111116600
user_17400@contest.yandex.ru,880111117598
user_14766@contest.yandex.ru,880111116900
user_3330@contest.yandex.ru,8801111117377
user_12920@contest.yandex.ru,880111111188
user_10180@contest.yandex.ru,880111111750
user_16216@contest.yandex.ru,8801111115530
user_19580@contest.yandex.ru,880111117582
user_16750@contest.yandex.ru,8801111113961
user_2071@contest.yandex.ru,880111114720
user_13512@contest.yandex.ru,880111115600
user_10534@contest.yandex.ru,8801111111100
user_18980@contest.yandex.ru,8801111117129
